x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,label
2.77499,3.06812,4.39404,6.61889,10.8644,17.6959,26.4119,36.8438,47.9003,57.9342,65.9198,72.9738,78.5939,82.2758,84.437,85.7436,86.0668,12.1583,18.0974,26.2305,34.5969,42.0204,56.1712,63.3889,70.5277,77.3848,81.8271,49.4488,50.0325,50.6592,51.2747,40.9384,45.4819,50.0843,54.4286,58.2349,21.2381,26.2344,32.0011,36.8281,31.8785,26.1187,59.3755,64.3032,69.7317,73.843,70.2039,64.8535,31.8033,38.998,45.6382,49.7994,54.3096,59.8552,64.4987,59.872,54.5086,49.6525,45.0514,38.4946,34.6312,45.3785,49.6428,54.2004,62.1679,54.1255,49.484,45.1136,29.5872,41.0147,52.481,63.4888,73.6108,82.2668,89.0665,93.8855,95.1474,93.8059,88.9164,82.0689,73.3878,63.0845,52.0525,40.8459,29.6577,18.0425,12.3807,10.3566,10.9097,13.4113,13.1484,10.5833,10.1659,12.2968,17.6917,22.0317,28.7509,35.3914,42.3281,49.2166,50.5077,51.6107,50.5399,49.3303,25.0898,21.9092,21.9193,25.3505,26.3766,26.5328,25.3157,21.7141,21.8988,24.9493,26.3925,26.3232,66.0007,61.7783,59.8007,60.8554,59.8939,62.0796,65.859,70.8411,72.7709,73.165,72.7937,70.8306,65.9722,63.7308,64.0434,63.73,65.9771,67.2777,67.7193,67.3332,Angry
2.70774,3.04743,4.41758,6.68563,10.9713,17.842,26.5985,37.065,48.1272,58.1407,66.0881,73.105,78.6952,82.3433,84.4621,85.7232,86.0003,12.0497,17.9777,26.1062,34.4761,41.9104,56.0821,63.287,70.4164,77.2776,81.7473,49.3826,50.004,50.6678,51.3211,40.9977,45.5518,50.1633,54.5014,58.3013,21.1565,26.1464,31.918,36.7649,31.8163,26.053,59.3263,64.2383,69.6684,73.7948,70.1643,64.8126,31.9222,39.1179,45.7563,49.9235,54.4292,59.9781,64.63,60.0356,54.6884,49.8337,45.2295,38.6544,34.7555,45.511,49.7788,54.3346,62.3032,54.2757,49.6364,45.2619,29.7804,41.1981,52.6533,63.6444,73.7393,82.3535,89.0986,93.8586,95.0719,93.7043,88.8132,81.9664,73.2812,62.9652,51.9176,40.6971,29.5006,18.1513,12.471,10.4177,10.9282,13.3851,13.0572,10.4696,10.0263,12.1301,17.5058,21.9726,28.6823,35.313,42.2396,49.1773,50.4476,51.5284,50.4401,49.2184,25.1695,21.9648,21.9485,25.3573,26.4042,26.5867,25.2223,21.5993,21.762,24.7953,26.2509,26.2045,66.0051,61.7394,59.726,60.7602,59.7795,61.9489,65.718,70.7049,72.6514,73.0659,72.7166,70.7916,65.9629,63.6614,63.9534,63.6211,65.8441,67.1575,67.6172,67.2522,Angry
2.69272,3.04294,4.42746,6.71023,11.0047,17.8812,26.6411,37.1069,48.1636,58.1738,66.1223,73.1427,78.7328,82.3794,84.4957,85.7544,86.0299,12.0324,17.9573,26.0833,34.451,41.8834,56.0426,63.2462,70.3773,77.2451,81.7307,49.3542,49.978,50.6437,51.2994,41.0052,45.5511,50.1552,54.4879,58.2839,21.1386,26.1246,31.8979,36.744,31.7985,26.0334,59.3127,64.2159,69.6475,73.7769,70.1481,64.7954,31.9925,39.1617,45.7764,49.9273,54.4126,59.951,64.6017,60.017,54.6827,49.8479,45.2609,38.7082,34.8259,45.5347,49.7856,54.3215,62.2747,54.2655,49.6462,45.2894,29.8493,41.2627,52.713,63.6974,73.7829,82.3827,89.1068,93.8438,95.0445,93.6781,88.8028,81.9708,73.2946,62.9822,51.9323,40.7057,29.504,18.1787,12.4937,10.4357,10.9379,13.3843,13.044,10.455,10.0058,12.1009,17.4707,21.9657,28.6662,35.2868,42.2034,49.1669,50.4295,51.5016,50.4155,49.1947,25.1967,21.9831,21.9604,25.367,26.4228,26.6109,25.2123,21.5823,21.7422,24.7768,26.2369,26.1942,66.0395,61.7491,59.7176,60.7469,59.7654,61.9445,65.7274,70.6901,72.6238,73.0379,72.6943,70.7894,65.9872,63.6566,63.9419,63.6104,65.8487,67.1328,67.5915,67.2325,Angry
2.67718,3.03261,4.42234,6.70761,11.0058,17.8865,26.6445,37.1024,48.1602,58.1798,66.141,73.1675,78.7558,82.3969,84.5087,85.7675,86.0415,11.9851,17.9105,26.0403,34.4083,41.8475,56.015,63.2261,70.3653,77.2416,81.7325,49.3249,49.9446,50.6063,51.2584,40.9654,45.5135,50.1205,54.4583,58.2589,21.1004,26.0838,31.8597,36.7086,31.7596,25.9915,59.2925,64.2008,69.6362,73.7692,70.134,64.7775,31.9731,39.1396,45.7405,49.8928,54.3814,59.9181,64.5817,59.9865,54.6542,49.8185,45.2323,38.692,34.8056,45.5014,49.7536,54.2934,62.2514,54.2399,49.619,45.263,29.8448,41.2668,52.7262,63.7172,73.8028,82.3953,89.1048,93.823,95.0147,93.6536,88.7865,81.9625,73.2907,62.9795,51.9325,40.7093,29.5127,18.1714,12.4814,10.419,10.9217,13.3666,13.0333,10.4515,10.0054,12.1012,17.4768,21.9442,28.648,35.2724,42.1929,49.165,50.4262,51.4981,50.4129,49.1911,25.1784,21.9647,21.9404,25.3471,26.4051,26.5953,25.1983,21.5714,21.7345,24.7715,26.23,26.184,66.0387,61.7599,59.7315,60.7619,59.7795,61.9578,65.7303,70.6331,72.541,72.9526,72.6108,70.7317,65.9848,63.6723,63.9582,63.6262,65.8477,67.0509,67.5082,67.1515,Angry
2.77412,3.12912,4.52497,6.81541,11.1095,17.9744,26.7013,37.127,48.1712,58.1975,66.1746,73.208,78.7895,82.4226,84.5313,85.791,86.0654,12.0375,17.9486,26.0665,34.4208,41.8471,55.9737,63.1838,70.3269,77.2089,81.7044,49.3032,49.9115,50.5614,51.2024,40.9489,45.4845,50.0818,54.4187,58.2183,21.1354,26.107,31.877,36.7194,31.7753,26.0123,59.2744,64.1791,69.6125,73.7437,70.1086,64.7536,32.0094,39.1393,45.715,49.8556,54.3335,59.8672,64.5396,59.9363,54.6049,49.7806,45.2064,38.6936,34.8361,45.4788,49.719,54.2484,62.2068,54.1949,49.5849,45.2421,29.8584,41.2866,52.7556,63.7526,73.8397,82.427,89.1245,93.8199,94.9995,93.6408,88.7779,81.9497,73.2749,62.9667,51.9269,40.7071,29.5155,18.1818,12.4849,10.4164,10.9162,13.3592,13.0218,10.4389,9.99235,12.0873,17.4662,21.9203,28.6209,35.2423,42.16,49.1503,50.4066,51.4748,50.3941,49.1741,25.1776,21.9603,21.9344,25.3373,26.3988,26.592,25.1847,21.5581,21.7205,24.7598,26.2181,26.1711,66.0563,61.7667,59.7306,60.7609,59.7802,61.9654,65.7459,70.622,72.5136,72.9219,72.582,70.7173,65.9972,63.6734,63.9573,63.6287,65.8605,67.0255,67.4805,67.126,Angry
2.77014,3.11134,4.49339,6.76786,11.0401,17.8865,26.608,37.0352,48.0816,58.1084,66.0908,73.1359,78.7292,82.376,84.4997,85.7831,86.0825,12.047,17.9633,26.0841,34.4385,41.8669,56.0205,63.2381,70.3806,77.2577,81.7456,49.319,49.9191,50.5603,51.1917,40.9458,45.4705,50.0571,54.3875,58.1825,21.1404,26.1154,31.8903,36.7267,31.783,26.0152,59.2942,64.2006,69.6367,73.7628,70.1282,64.7705,32.0232,39.1453,45.6973,49.8186,54.2773,59.7879,64.4478,59.8472,54.5317,49.7286,45.1748,38.6914,34.8512,45.4545,49.6769,54.1862,62.1171,54.1282,49.5398,45.2166,29.7581,41.1776,52.6362,63.6256,73.7162,82.3151,89.0259,93.7412,94.9381,93.5941,88.7491,81.9374,73.2769,62.9754,51.9393,40.7163,29.5162,18.141,12.4563,10.402,10.9148,13.3579,13.0329,10.463,10.0203,12.119,17.499,21.9304,28.6325,35.2562,42.1757,49.1509,50.4134,51.4847,50.4125,49.1978,25.1461,21.9341,21.9132,25.3242,26.3885,26.5763,25.1949,21.5706,21.7401,24.7849,26.249,26.1961,66.0489,61.7832,59.7571,60.7923,59.817,62.0089,65.7817,70.6064,72.4687,72.8672,72.5234,70.6705,65.989,63.6981,63.9867,63.6649,65.8885,66.9847,67.4302,67.0719,Angry
2.8183,3.16312,4.55176,6.83708,11.122,17.9732,26.6806,37.0814,48.1153,58.1474,66.143,73.1958,78.7842,82.4235,84.5422,85.8202,86.1153,12.0833,17.9946,26.1069,34.4527,41.8733,56.0102,63.2276,70.3743,77.2542,81.7399,49.3187,49.9072,50.5378,51.1601,40.9312,45.4528,50.0374,54.3711,58.1687,21.1668,26.1377,31.9083,36.7397,31.7974,26.0331,59.2912,64.1983,69.634,73.761,70.1227,64.765,32.0184,39.1222,45.6762,49.7988,54.2596,59.7814,64.4491,59.8383,54.5116,49.7058,45.1494,38.6665,34.8393,45.4372,49.6596,54.1716,62.1141,54.1136,49.5218,45.1978,29.8487,41.2815,52.7548,63.7527,73.8344,82.4121,89.0895,93.7592,94.9364,93.5947,88.7622,81.9587,73.3023,63.0091,51.9892,40.7889,29.6165,18.1448,12.4447,10.3714,10.869,13.3081,12.9926,10.4408,10.0189,12.1373,17.5345,21.889,28.5691,35.1692,42.0662,49.0819,50.3348,51.4024,50.3375,49.1311,25.1431,21.9257,21.9047,25.3132,26.3739,26.5614,25.1956,21.5782,21.7525,24.806,26.2551,26.1968,66.0213,61.7112,59.6669,60.7011,59.7306,61.9439,65.7592,70.5843,72.442,72.8382,72.4954,70.644,65.956,63.6153,63.9017,63.585,65.8614,66.9579,67.4012,67.0451,Angry
2.82318,3.16187,4.5429,6.81939,11.0926,17.9365,26.6411,37.0386,48.0666,58.0966,66.0975,73.1616,78.7618,82.4134,84.5421,85.8328,86.1425,12.0976,18.0156,26.1317,34.4775,41.8977,56.0436,63.2594,70.4049,77.2852,81.7778,49.3402,49.9223,50.5461,51.1609,40.9345,45.4508,50.0299,54.3608,58.1573,21.1722,26.1486,31.9228,36.7525,31.8067,26.039,59.3201,64.2311,69.6698,73.7959,70.1555,64.7947,32.0178,39.1221,45.6676,49.779,54.2291,59.7423,64.4107,59.7915,54.4679,49.6735,45.1283,38.6585,34.8386,45.4239,49.6366,54.1371,62.0755,54.0754,49.4953,45.1816,29.8682,41.2889,52.7486,63.7352,73.8073,82.375,89.0385,93.6971,94.8804,93.5616,88.7687,82.0028,73.3707,63.0888,52.0731,40.8743,29.7033,18.1286,12.4295,10.3626,10.8654,13.3064,13.0054,10.4637,10.0499,12.1705,17.5713,21.8894,28.5555,35.1419,42.0253,49.0473,50.3015,51.3697,50.3149,49.1181,25.1361,21.9198,21.9026,25.316,26.3759,26.5585,25.2216,21.6087,21.7901,24.8522,26.2976,26.2328,65.9835,61.6741,59.6315,60.6687,59.7058,61.9351,65.764,70.5487,72.3786,72.7644,72.4184,70.5768,65.9164,63.5781,63.8679,63.5594,65.8572,66.9052,67.338,66.98,Angry
2.78596,3.13319,4.52129,6.80919,11.1089,17.9872,26.7238,37.1312,48.1639,58.2013,66.207,73.2684,78.8583,82.4975,84.6121,85.8838,86.1767,12.0911,18.0159,26.1306,34.4729,41.8946,56.0361,63.2512,70.4014,77.2867,81.779,49.3454,49.9208,50.5398,51.1518,40.9168,45.4411,50.0299,54.3703,58.1734,21.1767,26.1526,31.9174,36.7444,31.8005,26.041,59.3167,64.2289,69.6621,73.7934,70.1467,64.7916,31.974,39.0842,45.6521,49.7746,54.2385,59.772,64.4613,59.8233,54.4829,49.6734,45.1167,38.6236,34.7864,45.4165,49.6383,54.153,62.1212,54.0937,49.4972,45.173,29.9699,41.4117,52.8955,63.8995,73.9699,82.5168,89.1356,93.7334,94.8872,93.5593,88.7819,82.0406,73.4257,63.1599,52.1586,40.9803,29.835,18.1906,12.4789,10.3972,10.8872,13.3241,13.0267,10.5043,10.1056,12.2382,17.6527,21.8813,28.5232,35.0841,41.9442,48.9856,50.231,51.2964,50.2427,49.0474,25.1558,21.9415,21.9223,25.3284,26.3752,26.5567,25.2415,21.6368,21.8199,24.8842,26.3065,26.2389,65.9271,61.5834,59.5321,60.5646,59.6063,61.8441,65.7032,70.4973,72.3317,72.7198,72.3769,70.536,65.8571,63.4653,63.7526,63.4446,65.795,66.8784,67.3144,66.9619,Angry
2.86494,3.21825,4.60634,6.8916,11.1842,18.0535,26.7766,37.1609,48.1871,58.2413,66.2819,73.3777,78.9869,82.6314,84.7373,85.9973,86.2864,12.095,18.0183,26.125,34.4562,41.8695,56.0123,63.2365,70.403,77.3076,81.8261,49.323,49.8821,50.4848,51.0823,40.8757,45.3983,49.987,54.3344,58.1464,21.1658,26.1419,31.9034,36.7328,31.7835,26.0276,59.3288,64.2473,69.6828,73.8286,70.1662,64.8078,31.9434,39.0407,45.6187,49.7393,54.2061,59.7667,64.4936,59.823,54.4578,49.6425,45.0865,38.5821,34.7482,45.3889,49.6079,54.1261,62.1457,54.0707,49.4681,45.145,30.1609,41.5841,53.0496,64.033,74.0785,82.5894,89.1604,93.7093,94.847,93.5269,88.7883,82.086,73.4961,63.24,52.2504,41.0949,29.9787,18.2701,12.5519,10.4631,10.938,13.3644,13.0678,10.5624,10.1768,12.317,17.7389,21.8853,28.4732,34.9793,41.7876,48.8768,50.1117,51.1688,50.1229,48.9397,25.2112,21.9952,21.9712,25.3663,26.4069,26.5899,25.28,21.6856,21.8737,24.9391,26.3412,26.2701,65.8459,61.45,59.3774,60.4035,59.4502,61.7107,65.6169,70.4109,72.2395,72.6259,72.2881,70.4544,65.7693,63.3064,63.5882,63.2855,65.7014,66.8036,67.2364,66.8903,Angry
