x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,label
2.91059,3.18542,4.52717,6.75258,10.9515,17.7173,26.3329,36.6331,47.6194,57.6699,65.7662,72.9372,78.6307,82.3764,84.6114,86.0428,86.4874,12.1153,18.0871,26.2534,34.6011,42.0248,56.2146,63.4981,70.6996,77.6239,82.1328,49.3959,49.9003,50.4428,50.9747,40.782,45.2643,49.8161,54.1565,57.9685,21.1712,26.1647,31.989,36.8003,31.8247,26.0028,59.4488,64.402,69.8862,74.0079,70.3389,64.9323,32,39.0612,45.4664,49.5099,53.912,59.3408,64.0255,59.3434,54.0724,49.3439,44.8705,38.5712,34.8265,45.1955,49.3502,53.7996,61.6751,53.7271,49.2118,44.9702,28.6175,40.0946,51.5949,62.6405,72.8568,81.6339,88.5952,93.6168,94.9308,93.5314,88.4603,81.4614,72.7001,62.3618,51.3203,40.0591,28.7658,17.7787,12.2591,10.4062,11.138,13.7298,13.4488,10.7975,10.2162,12.175,17.4548,22.3748,29.3528,36.26,43.4457,49.9325,51.3004,52.4438,51.3434,50.0682,24.9937,21.8543,21.8971,25.4152,26.5007,26.6332,25.3812,21.7091,21.8725,24.8981,26.5063,26.4607,66.3877,62.5498,60.6966,61.7776,60.7914,62.849,66.2876,70.9989,72.826,73.2089,72.8319,70.9653,66.389,64.6148,64.9487,64.6167,66.4203,67.2985,67.7369,67.3404,Angry
2.89987,3.19173,4.55028,6.79314,11.0094,17.7911,26.419,36.7289,47.7199,57.7729,65.8676,73.035,78.7233,82.4591,84.6776,86.0885,86.5119,12.0836,18.0492,26.2115,34.5586,41.9833,56.1877,63.4695,70.6726,77.6035,82.1268,49.377,49.8929,50.4465,50.9898,40.8037,45.2916,49.8489,54.1912,58.0047,21.148,26.1391,31.9647,36.7842,31.8078,25.9852,59.4447,64.3929,69.8795,74.0101,70.3411,64.9327,32.0385,39.0967,45.5077,49.5605,53.9694,59.4105,64.1051,59.4267,54.1502,49.4126,44.9301,38.6187,34.8666,45.2428,49.4057,53.8631,61.7538,53.7946,49.2705,45.02,28.6852,40.1647,51.6666,62.7118,72.9262,81.6979,88.6535,93.6696,94.9687,93.5468,88.4494,81.426,72.6455,62.291,51.2351,39.9608,28.6563,17.8297,12.3081,10.449,11.1706,13.7519,13.4408,10.7694,10.168,12.1083,17.3742,22.3868,29.3718,36.2862,43.4787,49.9679,51.3315,52.4694,51.3576,50.0729,25.0445,21.8987,21.9321,25.4419,26.5347,26.6762,25.3623,21.6797,21.8306,24.8446,26.4621,26.4291,66.4299,62.5789,60.7156,61.7902,60.7943,62.839,66.2682,71.014,72.8645,73.258,72.8874,71.0198,66.4289,64.6376,64.9646,64.6234,66.4083,67.3306,67.779,67.3886,Angry
2.9386,3.22833,4.58554,6.82505,11.0354,17.8072,26.4244,36.7265,47.7151,57.7682,65.8643,73.0309,78.7194,82.4564,84.6774,86.0903,86.5167,12.1082,18.0673,26.2271,34.5722,41.9947,56.1818,63.4646,70.6687,77.6005,82.1225,49.3785,49.892,50.4429,50.9835,40.8043,45.2899,49.8461,54.1889,58.0026,21.1726,26.1596,31.9801,36.7974,31.8243,26.0063,59.4457,64.3925,69.8753,74.004,70.3357,64.9308,32.0482,39.0995,45.5072,49.5582,53.9674,59.4084,64.1041,59.4249,54.1484,49.4105,44.9302,38.622,34.8748,45.2431,49.4039,53.8615,61.7534,53.7932,49.2687,45.02,28.6533,40.1314,51.6328,62.6781,72.8975,81.6768,88.643,93.6682,94.9728,93.5533,88.4567,81.4318,72.6507,62.2973,51.2409,39.9649,28.6576,17.8433,12.3194,10.4604,11.183,13.7642,13.4543,10.7834,10.1825,12.1238,17.3902,22.3818,29.365,36.278,43.4695,49.9555,51.32,52.4585,51.3463,50.0608,25.0355,21.8921,21.9254,25.4317,26.5223,26.6643,25.3544,21.6746,21.8263,24.8387,26.4534,26.4192,66.4189,62.5735,60.7142,61.7887,60.7937,62.835,66.2602,71.009,72.8613,73.2553,72.8842,71.014,66.4187,64.6281,64.9559,64.6147,66.401,67.3334,67.7827,67.3911,Angry
2.88207,3.18048,4.54444,6.79226,11.015,17.8019,26.4342,36.7435,47.7303,57.7759,65.8634,73.028,78.7198,82.4595,84.6781,86.087,86.51,12.059,18.0204,26.1862,34.5403,41.9731,56.1693,63.4552,70.6613,77.5967,82.1218,49.3655,49.8858,50.4435,50.991,40.8053,45.2943,49.8533,54.1956,58.009,21.1382,26.1291,31.9526,36.7738,31.7999,25.979,59.4363,64.3817,69.8663,73.999,70.3306,64.9239,32.0476,39.1051,45.5165,49.5685,53.9779,59.4188,64.1144,59.4386,54.1642,49.4259,44.9441,38.6306,34.8761,45.2529,49.4149,53.8728,61.765,53.8056,49.2808,45.0305,28.7123,40.191,51.6918,62.7347,72.9473,81.7157,88.6676,93.6795,94.9768,93.5549,88.4632,81.4465,72.6708,62.3184,51.2595,39.9806,28.6703,17.8938,12.3616,10.4933,11.2057,13.7779,13.4582,10.787,10.1854,12.129,17.3989,22.3958,29.3752,36.2841,43.4716,49.9683,51.3289,52.4637,51.3502,50.0648,25.0721,21.9254,21.9541,25.4578,26.5507,26.6966,25.3664,21.6828,21.8321,24.8431,26.4591,26.428,66.437,62.5867,60.7217,61.7937,60.7967,62.838,66.262,71.0095,72.8633,73.2596,72.8909,71.0252,66.4349,64.636,64.9619,64.6184,66.4032,67.3348,67.786,67.3971,Angry
2.86644,3.16385,4.52245,6.76164,10.9721,17.7482,26.3815,36.7043,47.7039,57.758,65.8509,73.02,78.7195,82.4658,84.6865,86.0944,86.5176,12.0418,18.0078,26.1745,34.5279,41.9576,56.1483,63.4388,70.6488,77.5893,82.1244,49.3469,49.8692,50.428,50.9763,40.7821,45.2762,49.841,54.1871,58.0044,21.1194,26.1118,31.9327,36.756,31.7819,25.9644,59.4291,64.3754,69.8569,73.9925,70.3222,64.9185,32.0122,39.0784,45.5002,49.5592,53.9785,59.4279,64.1288,59.4505,54.1691,49.4197,44.9305,38.6045,34.8428,45.2361,49.4052,53.8728,61.7799,53.8068,49.2709,45.0125,28.7549,40.2181,51.7037,62.7339,72.9429,81.7157,88.678,93.7031,95.0083,93.59,88.5069,81.4952,72.7204,62.3624,51.2934,40.0056,28.687,17.9272,12.4004,10.5401,11.2527,13.821,13.4973,10.8242,10.2208,12.163,17.4305,22.4091,29.3821,36.2852,43.4675,49.9541,51.3179,52.4538,51.3372,50.0515,25.0855,21.9404,21.9675,25.4663,26.5542,26.7009,25.3711,21.6898,21.839,24.8462,26.456,26.4253,66.4182,62.5589,60.6955,61.7654,60.7686,62.8082,66.2398,70.9998,72.8606,73.2583,72.8894,71.0188,66.4162,64.6026,64.928,64.5841,66.3804,67.3392,67.7915,67.4019,Angry
2.85705,3.15787,4.51921,6.76053,10.9776,17.7611,26.3977,36.7212,47.7271,57.7936,65.8995,73.0755,78.7743,82.515,84.7282,86.1293,86.547,12.0319,17.9953,26.1649,34.5217,41.9564,56.1471,63.4434,70.6617,77.6082,82.141,49.3497,49.8689,50.4247,50.9707,40.7726,45.2709,49.8397,54.1909,58.0124,21.1196,26.1122,31.9309,36.7557,31.7799,25.9642,59.4319,64.3825,69.8645,74.0033,70.3281,64.9238,31.9904,39.057,45.4886,49.5563,53.9869,59.4482,64.1582,59.4699,54.1776,49.4159,44.9178,38.5826,34.8192,45.2266,49.4038,53.883,61.8051,53.8172,49.269,45.0018,28.6888,40.1661,51.6654,62.7088,72.9326,81.7201,88.6987,93.7392,95.047,93.613,88.5018,81.4642,72.6708,62.3022,51.2288,39.9395,28.6186,17.931,12.3998,10.5377,11.2553,13.8313,13.5054,10.8267,10.2182,12.1586,17.4283,22.4131,29.3912,36.3001,43.4887,49.9605,51.3268,52.4658,51.3445,50.0539,25.0751,21.9359,21.9633,25.4595,26.5451,26.6908,25.3625,21.6834,21.8306,24.8318,26.4421,26.4132,66.4065,62.5515,60.6936,61.7646,60.7655,62.7972,66.2236,71.0118,72.8885,73.2901,72.9202,71.036,66.4075,64.5987,64.9255,64.5786,66.3677,67.3648,67.8219,67.4312,Angry
2.86384,3.16539,4.52386,6.76165,10.9748,17.7552,26.3926,36.7127,47.7234,57.8019,65.9239,73.1133,78.8195,82.5628,84.7765,86.1763,86.5953,12.0249,17.991,26.1594,34.514,41.9477,56.1378,63.4427,70.6696,77.6233,82.1619,49.3393,49.8505,50.3986,50.9375,40.7457,45.244,49.8134,54.1686,57.9944,21.1112,26.1036,31.9197,36.7422,31.7672,25.9547,59.4363,64.3878,69.8693,74.0116,70.3302,64.9268,31.9644,39.0242,45.4595,49.5313,53.9692,59.441,64.1596,59.4618,54.1594,49.3897,44.8866,38.5485,34.7908,45.1993,49.3802,53.8667,61.8039,53.8014,49.2446,44.9733,28.6976,40.1672,51.6567,62.6912,72.9103,81.6964,88.6775,93.7246,95.0339,93.5907,88.4677,81.4263,72.6344,62.2713,51.2071,39.9303,28.621,17.9409,12.4198,10.5651,11.2865,13.8651,13.541,10.8632,10.2522,12.1893,17.452,22.4303,29.4034,36.3074,43.491,49.9519,51.3201,52.4605,51.3381,50.0461,25.0732,21.9381,21.9655,25.4614,26.5419,26.6858,25.3659,21.6889,21.8365,24.8349,26.4416,26.4126,66.3878,62.5315,60.6763,61.7468,60.7475,62.7765,66.2048,71.0084,72.897,73.3011,72.9303,71.0369,66.3894,64.5773,64.9044,64.5569,66.3495,67.3747,67.8343,67.4429,Angry
2.85651,3.15182,4.50396,6.7315,10.9292,17.6967,26.3291,36.6562,47.6742,57.7567,65.881,73.0719,78.7795,82.5266,84.747,86.1581,86.5868,12.0217,17.9963,26.1752,34.5363,41.9743,56.1441,63.4508,70.6773,77.6328,82.176,49.3504,49.8627,50.4112,50.9499,40.752,45.2483,49.8162,54.1694,57.9933,21.1073,26.103,31.9224,36.7461,31.7689,25.9531,59.4484,64.4032,69.885,74.0241,70.3437,64.9395,31.9799,39.0439,45.4682,49.5301,53.9575,59.4136,64.1253,59.4321,54.1424,49.3843,44.892,38.5663,34.8104,45.204,49.3762,53.8518,61.7706,53.7858,49.2409,44.9797,28.6835,40.1499,51.6387,62.6726,72.897,81.6871,88.6696,93.7167,95.0332,93.6083,88.508,81.4813,72.6967,62.3322,51.264,39.9806,28.6645,17.9249,12.4024,10.5531,11.2798,13.8601,13.5435,10.8701,10.2615,12.1982,17.4644,22.4133,29.3834,36.285,43.4669,49.94,51.3097,52.4501,51.3336,50.0459,25.055,21.92,21.9484,25.4452,26.5273,26.6708,25.3619,21.6881,21.8412,24.8441,26.4496,26.4154,66.4006,62.5453,60.6889,61.7617,60.7655,62.8044,66.2387,70.9939,72.8557,73.2533,72.8826,71.0083,66.3995,64.5927,64.9207,64.5785,66.3768,67.3341,67.7874,67.396,Angry
2.88162,3.17645,4.53158,6.76475,10.9696,17.7376,26.359,36.6665,47.6725,57.7521,65.879,73.0739,78.7846,82.5357,84.7609,86.1762,86.6089,12.0438,18.0163,26.1912,34.5471,41.9805,56.1579,63.4664,70.6954,77.6509,82.188,49.3581,49.8633,50.4049,50.9372,40.7475,45.2401,49.8052,54.1596,57.9843,21.1257,26.119,31.9376,36.7571,31.781,25.9655,59.4558,64.4099,69.8925,74.0304,70.3487,64.9439,31.9842,39.0359,45.4557,49.5151,53.9415,59.398,64.1088,59.4129,54.1203,49.3637,44.873,38.555,34.8111,45.1918,49.3612,53.8356,61.753,53.7683,49.2245,44.9657,28.6394,40.1163,51.6141,62.6548,72.8832,81.6775,88.6663,93.7197,95.0379,93.6084,88.4961,81.4577,72.6659,62.3011,51.2349,39.9527,28.636,17.9111,12.393,10.5478,11.28,13.8638,13.5528,10.8821,10.2735,12.2112,17.4775,22.42,29.3981,36.3075,43.4965,49.9523,51.3247,52.4682,51.3513,50.0617,25.0403,21.9071,21.9382,25.4393,26.5205,26.6613,25.3632,21.6888,21.8425,24.8469,26.4542,26.419,66.4073,62.5595,60.7074,61.7819,60.7866,62.8237,66.2538,71.0232,72.8913,73.2884,72.9148,71.03,66.4086,64.6071,64.9371,64.5952,66.3936,67.3692,67.8227,67.4284,Angry
2.8589,3.16713,4.53551,6.78223,11.0019,17.7861,26.4196,36.7288,47.7286,57.7973,65.9153,73.1035,78.8116,82.559,84.7784,86.1872,86.6122,12.001,17.9773,26.1536,34.51,41.9483,56.1482,63.4538,70.6806,77.6395,82.1902,49.3446,49.8559,50.404,50.943,40.7562,45.2518,49.8192,54.1734,57.9986,21.0921,26.0873,31.9116,36.7379,31.7581,25.9371,59.4526,64.4054,69.8931,74.0379,70.3545,64.9449,32.0085,39.0618,45.4787,49.54,53.9653,59.4227,64.1398,59.4466,54.1576,49.4017,44.9099,38.5901,34.8374,45.2185,49.3895,53.8636,61.7829,53.8,49.2571,44.9974,28.7167,40.1944,51.6919,62.7293,72.9468,81.7215,88.6843,93.71,95.0109,93.5788,88.4741,81.4488,72.6667,62.3063,51.2418,39.9609,28.6475,17.9406,12.4231,10.575,11.2996,13.8745,13.5532,10.8792,10.2635,12.1886,17.4452,22.4318,29.4084,36.3158,43.5024,49.9735,51.34,52.4775,51.358,50.0664,25.0796,21.9406,21.9662,25.4664,26.5536,26.6994,25.3709,21.6898,21.8392,24.8419,26.4546,26.424,66.4354,62.5815,60.72,61.7905,60.7905,62.8264,66.2515,71.0047,72.871,73.2723,72.9045,71.0347,66.4333,64.626,64.9514,64.6053,66.3923,67.3432,67.7998,67.4115,Angry
