x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,label
5.27601,5.65778,7.1397,9.41853,13.5024,19.967,27.9598,37.2794,47.9696,58.5506,67.8691,76.1085,82.5173,86.5972,88.9129,90.3534,90.931,12.0053,17.6712,25.5639,33.5919,40.8035,55.117,62.8904,70.7996,78.4751,83.7276,48.2047,48.1167,48.0461,48.0071,38.9576,43.3045,47.7883,52.4051,56.5511,20.905,25.7462,31.5603,36.3943,31.2917,25.4696,59.4722,64.5739,70.2891,74.8412,70.6886,65.0517,31.1937,37.3634,43.5681,47.7108,52.4191,58.6535,64.4694,58.7572,52.7426,47.6767,43.0829,36.9906,33.8472,43.4758,47.707,52.4846,61.8362,52.5001,47.6328,43.3041,26.1064,37.6626,49.1913,60.2987,70.7274,79.8646,87.4558,93.2901,94.8783,93.1326,87.3322,79.8566,70.8474,60.426,49.3156,37.9928,26.5535,16.9264,11.8162,10.4589,11.658,14.6844,14.418,11.4172,10.4387,11.9936,16.9383,23.1216,30.4848,37.7848,45.3434,50.7114,52.2826,53.5726,52.3228,50.8883,24.3306,21.3981,21.5575,25.2777,26.2544,26.2487,25.3186,21.5014,21.5781,24.4649,26.292,26.3424,65.8333,62.6635,61.1698,62.3096,61.2673,62.9576,65.8416,71.5543,73.9958,74.477,74.0125,71.5583,66.0073,64.9394,65.3623,64.9426,66.1188,68.3559,68.9023,68.4068,Angry
5.6595,6.02661,7.49204,9.7486,13.7739,20.1555,28.0586,37.2943,47.943,58.5263,67.8701,76.1359,82.5744,86.6811,89.0119,90.4529,91.031,12.1703,17.8006,25.658,33.6445,40.8107,55.066,62.8391,70.7613,78.4572,83.7419,48.1728,48.0584,47.9589,47.8914,38.9078,43.2365,47.7153,52.3448,56.5033,20.9977,25.8134,31.6138,36.4449,31.3447,25.5382,59.4944,64.597,70.3069,74.8625,70.7039,65.0714,31.1991,37.3225,43.5084,47.6525,52.3751,58.6417,64.5032,58.7521,52.7032,47.6224,43.0245,36.9484,33.8407,43.4185,47.6526,52.4441,61.8732,52.4627,47.5799,43.2482,26.6282,38.1342,49.616,60.6712,71.0374,80.1003,87.6073,93.3464,94.9112,93.2266,87.5374,80.1491,71.1945,60.7948,49.6862,38.3637,26.9385,17.0049,11.8595,10.4742,11.6278,14.6238,14.351,11.3553,10.4063,11.9961,16.9785,22.9933,30.328,37.5991,45.1289,50.5785,52.1393,53.4188,52.1764,50.7563,24.3484,21.3767,21.526,25.2433,26.2097,26.2182,25.2739,21.448,21.5309,24.4474,26.2388,26.2796,65.8035,62.5561,61.0315,62.1646,61.128,62.8569,65.8089,71.4689,73.8752,74.3494,73.8886,71.4649,65.9672,64.8046,65.221,64.8108,66.0751,68.2437,68.782,68.292,Angry
5.6072,5.97912,7.45113,9.71408,13.7512,20.148,28.0637,37.3094,47.9656,58.5529,67.8957,76.157,82.5842,86.6793,89.0039,90.4438,91.0201,12.1316,17.7617,25.6227,33.6152,40.7923,55.0842,62.8611,70.7831,78.4751,83.7491,48.1763,48.0626,47.9648,47.8994,38.9088,43.2405,47.7204,52.3501,56.5084,20.975,25.7924,31.5989,36.4318,31.3289,25.5157,59.4903,64.5954,70.3111,74.8672,70.708,65.0702,31.1986,37.3274,43.5112,47.6561,52.376,58.6357,64.4929,58.7447,52.7024,47.6249,43.0281,36.9541,33.8399,43.423,47.6571,52.4467,61.8601,52.4631,47.5838,43.2531,26.5253,38.0564,49.5623,60.6415,71.0264,80.1039,87.6196,93.3614,94.9208,93.2233,87.5122,80.1046,71.1366,60.7297,49.6197,38.2957,26.8666,16.9596,11.8096,10.4182,11.5749,14.5737,14.3062,11.3159,10.3683,11.9601,16.9448,22.9834,30.3316,37.6159,45.1586,50.6075,52.1687,53.4504,52.2072,50.7831,24.3268,21.3558,21.5072,25.2295,26.2019,26.2088,25.2638,21.4363,21.5193,24.4366,26.2364,26.2774,65.8369,62.6037,61.0822,62.2171,61.1784,62.9016,65.8391,71.4907,73.8939,74.3692,73.909,71.4903,66.0016,64.8575,65.2747,64.8619,66.1077,68.2591,68.7991,68.3094,Angry
5.5506,5.92116,7.39263,9.64883,13.6858,20.09,28.0164,37.2783,47.9546,58.5624,67.9251,76.1908,82.6085,86.6888,89.0028,90.441,91.0181,12.1175,17.7567,25.6295,33.6302,40.818,55.0886,62.8661,70.7864,78.4784,83.7499,48.1908,48.0752,47.9759,47.9092,38.9119,43.2443,47.7233,52.3536,56.5115,20.979,25.8004,31.6031,36.4331,31.331,25.5208,59.4934,64.5998,70.3108,74.8636,70.7036,65.0704,31.1916,37.3242,43.5113,47.6544,52.3735,58.6248,64.4789,58.7284,52.693,47.6167,43.0233,36.9489,33.8342,43.4231,47.6546,52.4436,61.8411,52.4584,47.5798,43.2524,26.1765,37.7348,49.272,60.3834,70.818,79.95,87.5252,93.33,94.9141,93.1955,87.4295,79.9708,70.9703,60.5482,49.4366,38.1102,26.6712,16.8942,11.7688,10.4063,11.5988,14.6224,14.3625,11.3675,10.3998,11.9618,16.9209,23.0116,30.3777,37.6816,45.2452,50.6324,52.2068,53.4998,52.2521,50.8179,24.2605,21.3173,21.4763,25.1947,26.1639,26.1613,25.2458,21.431,21.5135,24.4137,26.2226,26.2636,65.8038,62.618,61.122,62.263,61.2236,62.9255,65.829,71.5009,73.9182,74.3954,73.932,71.4965,65.9773,64.8893,65.3124,64.8976,66.1033,68.2816,68.8252,68.3311,Angry
5.56988,5.94294,7.42018,9.68343,13.7258,20.1313,28.0479,37.2941,47.9623,58.5715,67.9427,76.2156,82.6365,86.7183,89.0338,90.4715,91.0464,12.1032,17.746,25.6147,33.6074,40.7883,55.0861,62.8627,70.7848,78.481,83.7618,48.1775,48.0561,47.9513,47.8797,38.8915,43.2229,47.7021,52.336,56.4978,20.9604,25.7807,31.5876,36.4205,31.3131,25.4988,59.4921,64.6022,70.3196,74.8775,70.7121,65.0729,31.177,37.3046,43.49,47.6356,52.3577,58.6177,64.4843,58.7219,52.6773,47.5978,43.0017,36.9289,33.8178,43.4039,47.6377,52.4302,61.8428,52.4449,47.5631,43.2336,26.1684,37.734,49.279,60.3974,70.835,79.9668,87.541,93.3427,94.9234,93.2038,87.4309,79.967,70.9633,60.5401,49.4275,38.0998,26.6609,16.83,11.7146,10.3612,11.5609,14.5913,14.3354,11.3356,10.3632,11.9162,16.8678,22.9911,30.3679,37.6824,45.2559,50.6395,52.2163,53.5111,52.2626,50.826,24.2308,21.2855,21.447,25.1719,26.1423,26.1379,25.2269,21.4079,21.4895,24.3931,26.2062,26.2473,65.8082,62.6291,61.1352,62.2776,61.2372,62.9382,65.8363,71.5124,73.9321,74.4096,73.9451,71.5057,65.9846,64.9063,65.3301,64.9146,66.1129,68.2887,68.8327,68.338,Angry
5.60251,5.97051,7.4426,9.70658,13.7421,20.1371,28.051,37.2991,47.9611,58.5569,67.9105,76.178,82.6058,86.6988,89.0224,90.4626,91.0403,12.1289,17.7565,25.614,33.6017,40.775,55.0867,62.8617,70.7811,78.4719,83.7493,48.1663,48.0502,47.9495,47.8809,38.9034,43.2308,47.7069,52.3354,56.4932,20.9706,25.786,31.5921,36.4238,31.322,25.5093,59.4902,64.5939,70.3104,74.8664,70.7071,65.069,31.2077,37.3301,43.5057,47.6444,52.3566,58.6127,64.4728,58.7212,52.6827,47.6132,43.0237,36.9585,33.8495,43.418,47.6458,52.4279,61.8379,52.4432,47.572,43.2486,26.4016,37.9341,49.4431,60.5285,70.9299,80.0304,87.5738,93.346,94.9167,93.2115,87.4769,80.0486,71.0687,60.6578,49.5461,38.2177,26.7814,16.9039,11.7719,10.3977,11.5729,14.5821,14.3143,11.3145,10.352,11.9256,16.8926,22.992,30.3568,37.6587,45.2184,50.6377,52.2062,53.4921,52.2465,50.8168,24.2949,21.3334,21.4882,25.2099,26.1851,26.1886,25.2475,21.4227,21.5035,24.4138,26.2229,26.2653,65.8447,62.6403,61.1305,62.2678,61.2285,62.9408,65.8556,71.5084,73.9118,74.3865,73.9247,71.503,66.014,64.9062,65.3253,64.9118,66.1277,68.2728,68.8125,68.321,Angry
5.70661,6.08022,7.55758,9.82829,13.8565,20.2334,28.1236,37.3473,47.989,58.5738,67.926,76.2028,82.6473,86.7552,89.0841,90.5229,91.0992,12.1461,17.7559,25.5988,33.5764,40.7396,55.0552,62.8343,70.7621,78.4654,83.7646,48.1342,48.0177,47.915,47.8441,38.8977,43.22,47.6944,52.3236,56.4839,20.9725,25.78,31.5889,36.4256,31.323,25.5089,59.4907,64.592,70.3143,74.8796,70.718,65.0738,31.2409,37.3462,43.509,47.646,52.3571,58.6248,64.5026,58.7444,52.6973,47.6282,43.0397,36.9821,33.8805,43.4233,47.65,52.4312,61.8708,52.4499,47.5797,43.2571,26.7027,38.2123,49.6945,60.7507,71.1121,80.1671,87.66,93.3797,94.9297,93.2446,87.5605,80.1708,71.21,60.7986,49.6742,38.3327,26.8883,16.9879,11.8308,10.4317,11.5723,14.5526,14.264,11.2598,10.3054,11.8944,16.878,22.9615,30.3088,37.5927,45.1341,50.6172,52.1732,53.4461,52.2022,50.78,24.3688,21.3814,21.5249,25.244,26.2272,26.2438,25.2488,21.4099,21.4872,24.4076,26.2144,26.2606,65.8903,62.6448,61.11,62.24,61.1986,62.9259,65.8636,71.4941,73.8831,74.3575,73.9017,71.5023,66.0508,64.8907,65.3026,64.8892,66.1318,68.248,68.7855,68.3002,Angry
5.63512,6.00021,7.46838,9.72538,13.7496,20.133,28.0349,37.2776,47.9447,58.5554,67.9266,76.2056,82.6349,86.7244,89.0439,90.484,91.0634,12.1311,17.7549,25.6145,33.6048,40.7822,55.0661,62.848,70.7755,78.4759,83.7621,48.1561,48.0345,47.9277,47.8529,38.8874,43.2121,47.6867,52.3177,56.4782,20.9696,25.7825,31.5895,36.4219,31.3191,25.5056,59.4931,64.6003,70.3187,74.8761,70.7144,65.0741,31.1986,37.3227,43.4906,47.6262,52.3369,58.5923,64.4653,58.6992,52.6588,47.5921,43.0071,36.9497,33.8386,43.4021,47.6272,52.4082,61.8288,52.4205,47.5519,43.2326,26.3672,37.9045,49.4185,60.509,70.9193,80.0277,87.5773,93.3558,94.9291,93.2243,87.4845,80.0436,71.0513,60.6286,49.5115,38.1791,26.7355,16.9066,11.7727,10.3999,11.5786,14.5894,14.3191,11.3154,10.3498,11.9212,16.8895,22.992,30.3601,37.6667,45.2319,50.6601,52.231,53.5178,52.2734,50.8431,24.2973,21.3366,21.4915,25.2125,26.1916,26.1961,25.2495,21.4245,21.5057,24.4163,26.23,26.2716,65.8746,62.6908,61.1881,62.3269,61.2869,62.9931,65.8898,71.5183,73.908,74.3806,73.9195,71.5093,66.0464,64.9602,65.3808,64.9669,66.1625,68.2752,68.8131,68.3214,Angry
5.67874,6.0346,7.49671,9.75456,13.774,20.1467,28.0347,37.2643,47.9222,58.5294,67.9016,76.1875,82.6334,86.743,89.0756,90.5198,91.1025,12.1612,17.7825,25.639,33.6245,40.79,55.0351,62.8201,70.7559,78.4669,83.7653,48.1373,48.0124,47.9011,47.8214,38.8658,43.1872,47.6627,52.2981,56.4631,20.9781,25.7877,31.5903,36.4215,31.3215,25.5127,59.4917,64.5973,70.3124,74.8706,70.7086,65.0712,31.1951,37.3117,43.4728,47.6074,52.3204,58.5813,64.4611,58.6896,52.6439,47.5752,42.9899,36.9394,33.8351,43.3825,47.6075,52.3902,61.8276,52.4031,47.5325,43.2132,26.5521,38.0748,49.5769,60.654,71.0444,80.1297,87.6521,93.3992,94.9641,93.2817,87.5847,80.1772,71.2017,60.7817,49.653,38.3061,26.852,16.9463,11.7992,10.4177,11.582,14.5825,14.3035,11.2956,10.3374,11.925,16.9121,22.9621,30.3226,37.6213,45.1786,50.637,52.2044,53.4869,52.245,50.8205,24.32,21.3483,21.4986,25.2145,26.1915,26.202,25.244,21.4178,21.5008,24.4179,26.2208,26.2603,65.8999,62.6892,61.1732,62.3097,61.2724,62.9935,65.9134,71.5199,73.8941,74.363,73.9018,71.5043,66.0673,64.947,65.3655,64.9551,66.1809,68.2647,68.798,68.3072,Angry
5.64216,6.00328,7.467,9.72492,13.7452,20.1204,28.0177,37.2618,47.9246,58.525,67.8827,76.1606,82.6068,86.7186,89.0511,90.4962,91.0782,12.1256,17.7459,25.6124,33.6133,40.7928,55.0359,62.8306,70.7745,78.491,83.7857,48.1406,48.025,47.9227,47.8517,38.8771,43.2047,47.6855,52.3209,56.4855,20.9571,25.7722,31.5813,36.4199,31.316,25.5008,59.4895,64.5999,70.3188,74.8794,70.7184,65.0765,31.1906,37.3188,43.4883,47.6289,52.347,58.608,64.4806,58.7181,52.6736,47.599,43.007,36.9462,33.8342,43.3961,47.6275,52.4152,61.8495,52.4282,47.5525,43.2258,26.5328,38.0532,49.5492,60.6208,71.0079,80.0955,87.6285,93.3898,94.959,93.2698,87.5621,80.1409,71.1552,60.7237,49.5852,38.2291,26.7634,16.9609,11.8047,10.417,11.5758,14.5722,14.2845,11.2711,10.3109,11.9064,16.9027,22.9555,30.3195,37.6222,45.1833,50.634,52.2026,53.4851,52.2397,50.8143,24.318,21.3443,21.4926,25.2097,26.1887,26.2021,25.2275,21.3954,21.4763,24.3905,26.2001,26.2428,65.8882,62.6819,61.167,62.3037,61.2633,62.9793,65.8909,71.5172,73.9023,74.3734,73.9118,71.5059,66.0566,64.939,65.3585,64.9457,66.1603,68.2684,68.804,68.3115,Angry
